The graph dataset locates at /anvil/projects/x-cis220117/gnn_datasets/reordered/ogbn_arxiv
The number of GCN layers: 3
The number of hidden units: 64
The number of training epoches: 5000
Learning rate: 0.001000
Initialized node g004.anvil.rcac.purdue.edu
Building the CSR structure...
        It takes 0.040 seconds.
Building the CSC structure...
        It takes 0.040 seconds.
Building the Feature Vector...
        It takes 0.051 seconds.
Building the Label Vector...
        It takes 0.020 seconds.
Number of classes: 40
Number of feature dimensions: 128
train nodes 90941, valid nodes 29799, test nodes 48603
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 40
    Number of vertices: 169343
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 0:	Loss 3.68977	TrainAcc 0.0289	ValidAcc 0.0204	TestAcc 0.0176
    Epoch 1:	Loss 3.67605	TrainAcc 0.0286	ValidAcc 0.0211	TestAcc 0.0186
    Epoch 2:	Loss 3.65932	TrainAcc 0.0304	ValidAcc 0.0360	TestAcc 0.0464
    Epoch 3:	Loss 3.64075	TrainAcc 0.0664	ValidAcc 0.1315	TestAcc 0.1956
    Epoch 4:	Loss 3.61979	TrainAcc 0.1076	ValidAcc 0.1585	TestAcc 0.2249
    Epoch 5:	Loss 3.59684	TrainAcc 0.1842	ValidAcc 0.1848	TestAcc 0.2455
    Epoch 6:	Loss 3.57231	TrainAcc 0.2091	ValidAcc 0.1817	TestAcc 0.2306
    Epoch 7:	Loss 3.54578	TrainAcc 0.1847	ValidAcc 0.0949	TestAcc 0.0887
    Epoch 8:	Loss 3.51667	TrainAcc 0.1791	ValidAcc 0.0773	TestAcc 0.0601
    Epoch 9:	Loss 3.48492	TrainAcc 0.1791	ValidAcc 0.0764	TestAcc 0.0587
    Epoch 10:	Loss 3.45046	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 11:	Loss 3.41356	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 12:	Loss 3.37493	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 13:	Loss 3.33558	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 14:	Loss 3.29669	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 15:	Loss 3.25921	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 16:	Loss 3.22416	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 17:	Loss 3.19211	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 18:	Loss 3.16297	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 19:	Loss 3.13626	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 20:	Loss 3.11155	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 21:	Loss 3.08898	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 22:	Loss 3.06997	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 23:	Loss 3.05512	TrainAcc 0.1802	ValidAcc 0.0777	TestAcc 0.0593
    Epoch 24:	Loss 3.04340	TrainAcc 0.2599	ValidAcc 0.2763	TestAcc 0.2537
    Epoch 25:	Loss 3.03271	TrainAcc 0.2738	ValidAcc 0.2975	TestAcc 0.2678
    Epoch 26:	Loss 3.02041	TrainAcc 0.2767	ValidAcc 0.3000	TestAcc 0.2689
    Epoch 27:	Loss 3.00551	TrainAcc 0.2759	ValidAcc 0.2997	TestAcc 0.2687
    Epoch 28:	Loss 2.98900	TrainAcc 0.2727	ValidAcc 0.2959	TestAcc 0.2672
    Epoch 29:	Loss 2.97211	TrainAcc 0.2668	ValidAcc 0.2884	TestAcc 0.2629
    Epoch 30:	Loss 2.95575	TrainAcc 0.2583	ValidAcc 0.2697	TestAcc 0.2493
    Epoch 31:	Loss 2.93977	TrainAcc 0.2468	ValidAcc 0.2434	TestAcc 0.2254
    Epoch 32:	Loss 2.92365	TrainAcc 0.2414	ValidAcc 0.2257	TestAcc 0.2090
    Epoch 33:	Loss 2.90730	TrainAcc 0.2473	ValidAcc 0.2421	TestAcc 0.2242
    Epoch 34:	Loss 2.89109	TrainAcc 0.2576	ValidAcc 0.2637	TestAcc 0.2429
    Epoch 35:	Loss 2.87541	TrainAcc 0.2668	ValidAcc 0.2813	TestAcc 0.2585
    Epoch 36:	Loss 2.86018	TrainAcc 0.2742	ValidAcc 0.2951	TestAcc 0.2709
    Epoch 37:	Loss 2.84482	TrainAcc 0.2790	ValidAcc 0.3017	TestAcc 0.2764
    Epoch 38:	Loss 2.82908	TrainAcc 0.2810	ValidAcc 0.3029	TestAcc 0.2761
    Epoch 39:	Loss 2.81317	TrainAcc 0.2809	ValidAcc 0.3018	TestAcc 0.2744
    Epoch 40:	Loss 2.79749	TrainAcc 0.2801	ValidAcc 0.3008	TestAcc 0.2724
    Epoch 41:	Loss 2.78213	TrainAcc 0.2806	ValidAcc 0.3009	TestAcc 0.2716
    Epoch 42:	Loss 2.76684	TrainAcc 0.2820	ValidAcc 0.3016	TestAcc 0.2720
    Epoch 43:	Loss 2.75126	TrainAcc 0.2844	ValidAcc 0.3040	TestAcc 0.2737
    Epoch 44:	Loss 2.73526	TrainAcc 0.2885	ValidAcc 0.3086	TestAcc 0.2772
    Epoch 45:	Loss 2.71902	TrainAcc 0.2944	ValidAcc 0.3129	TestAcc 0.2822
    Epoch 46:	Loss 2.70275	TrainAcc 0.3021	ValidAcc 0.3198	TestAcc 0.2895
    Epoch 47:	Loss 2.68649	TrainAcc 0.3107	ValidAcc 0.3279	TestAcc 0.2980
    Epoch 48:	Loss 2.67014	TrainAcc 0.3186	ValidAcc 0.3364	TestAcc 0.3079
    Epoch 49:	Loss 2.65368	TrainAcc 0.3253	ValidAcc 0.3449	TestAcc 0.3178
    Epoch 50:	Loss 2.63720	TrainAcc 0.3308	ValidAcc 0.3520	TestAcc 0.3266
    Epoch 51:	Loss 2.62085	TrainAcc 0.3356	ValidAcc 0.3578	TestAcc 0.3338
    Epoch 52:	Loss 2.60470	TrainAcc 0.3406	ValidAcc 0.3620	TestAcc 0.3392
    Epoch 53:	Loss 2.58865	TrainAcc 0.3458	ValidAcc 0.3665	TestAcc 0.3457
    Epoch 54:	Loss 2.57259	TrainAcc 0.3510	ValidAcc 0.3732	TestAcc 0.3519
    Epoch 55:	Loss 2.55647	TrainAcc 0.3579	ValidAcc 0.3806	TestAcc 0.3596
    Epoch 56:	Loss 2.54044	TrainAcc 0.3655	ValidAcc 0.3881	TestAcc 0.3685
    Epoch 57:	Loss 2.52457	TrainAcc 0.3731	ValidAcc 0.3951	TestAcc 0.3771
    Epoch 58:	Loss 2.50875	TrainAcc 0.3791	ValidAcc 0.4016	TestAcc 0.3839
    Epoch 59:	Loss 2.49314	TrainAcc 0.3836	ValidAcc 0.4075	TestAcc 0.3896
    Epoch 60:	Loss 2.47778	TrainAcc 0.3878	ValidAcc 0.4110	TestAcc 0.3950
    Epoch 61:	Loss 2.46256	TrainAcc 0.3911	ValidAcc 0.4151	TestAcc 0.3993
    Epoch 62:	Loss 2.44736	TrainAcc 0.3943	ValidAcc 0.4184	TestAcc 0.4043
    Epoch 63:	Loss 2.43217	TrainAcc 0.3986	ValidAcc 0.4236	TestAcc 0.4115
    Epoch 64:	Loss 2.41703	TrainAcc 0.4032	ValidAcc 0.4286	TestAcc 0.4176
    Epoch 65:	Loss 2.40195	TrainAcc 0.4077	ValidAcc 0.4328	TestAcc 0.4224
    Epoch 66:	Loss 2.38696	TrainAcc 0.4124	ValidAcc 0.4376	TestAcc 0.4263
    Epoch 67:	Loss 2.37209	TrainAcc 0.4161	ValidAcc 0.4407	TestAcc 0.4287
    Epoch 68:	Loss 2.35722	TrainAcc 0.4191	ValidAcc 0.4437	TestAcc 0.4313
    Epoch 69:	Loss 2.34237	TrainAcc 0.4218	ValidAcc 0.4464	TestAcc 0.4350
    Epoch 70:	Loss 2.32766	TrainAcc 0.4249	ValidAcc 0.4505	TestAcc 0.4396
    Epoch 71:	Loss 2.31308	TrainAcc 0.4282	ValidAcc 0.4546	TestAcc 0.4450
    Epoch 72:	Loss 2.29876	TrainAcc 0.4320	ValidAcc 0.4591	TestAcc 0.4499
    Epoch 73:	Loss 2.28470	TrainAcc 0.4355	ValidAcc 0.4628	TestAcc 0.4544
    Epoch 74:	Loss 2.27086	TrainAcc 0.4389	ValidAcc 0.4657	TestAcc 0.4574
    Epoch 75:	Loss 2.25718	TrainAcc 0.4412	ValidAcc 0.4678	TestAcc 0.4594
    Epoch 76:	Loss 2.24362	TrainAcc 0.4436	ValidAcc 0.4691	TestAcc 0.4610
    Epoch 77:	Loss 2.23023	TrainAcc 0.4454	ValidAcc 0.4706	TestAcc 0.4626
    Epoch 78:	Loss 2.21702	TrainAcc 0.4473	ValidAcc 0.4728	TestAcc 0.4645
    Epoch 79:	Loss 2.20400	TrainAcc 0.4497	ValidAcc 0.4754	TestAcc 0.4676
    Epoch 80:	Loss 2.19113	TrainAcc 0.4522	ValidAcc 0.4786	TestAcc 0.4710
    Epoch 81:	Loss 2.17840	TrainAcc 0.4552	ValidAcc 0.4818	TestAcc 0.4741
    Epoch 82:	Loss 2.16583	TrainAcc 0.4578	ValidAcc 0.4849	TestAcc 0.4774
    Epoch 83:	Loss 2.15338	TrainAcc 0.4600	ValidAcc 0.4875	TestAcc 0.4806
    Epoch 84:	Loss 2.14109	TrainAcc 0.4625	ValidAcc 0.4895	TestAcc 0.4838
    Epoch 85:	Loss 2.12908	TrainAcc 0.4644	ValidAcc 0.4916	TestAcc 0.4865
    Epoch 86:	Loss 2.11727	TrainAcc 0.4664	ValidAcc 0.4936	TestAcc 0.4883
    Epoch 87:	Loss 2.10564	TrainAcc 0.4687	ValidAcc 0.4949	TestAcc 0.4901
    Epoch 88:	Loss 2.09418	TrainAcc 0.4708	ValidAcc 0.4964	TestAcc 0.4918
    Epoch 89:	Loss 2.08291	TrainAcc 0.4731	ValidAcc 0.4990	TestAcc 0.4933
    Epoch 90:	Loss 2.07183	TrainAcc 0.4754	ValidAcc 0.5015	TestAcc 0.4956
    Epoch 91:	Loss 2.06095	TrainAcc 0.4777	ValidAcc 0.5038	TestAcc 0.4975
    Epoch 92:	Loss 2.05028	TrainAcc 0.4800	ValidAcc 0.5057	TestAcc 0.4992
    Epoch 93:	Loss 2.03979	TrainAcc 0.4825	ValidAcc 0.5069	TestAcc 0.5017
    Epoch 94:	Loss 2.02949	TrainAcc 0.4850	ValidAcc 0.5087	TestAcc 0.5033
    Epoch 95:	Loss 2.01938	TrainAcc 0.4870	ValidAcc 0.5109	TestAcc 0.5054
    Epoch 96:	Loss 2.00945	TrainAcc 0.4894	ValidAcc 0.5136	TestAcc 0.5081
    Epoch 97:	Loss 1.99968	TrainAcc 0.4915	ValidAcc 0.5160	TestAcc 0.5107
    Epoch 98:	Loss 1.99008	TrainAcc 0.4935	ValidAcc 0.5176	TestAcc 0.5125
    Epoch 99:	Loss 1.98065	TrainAcc 0.4958	ValidAcc 0.5194	TestAcc 0.5147
    Epoch 100:	Loss 1.97137	TrainAcc 0.4975	ValidAcc 0.5209	TestAcc 0.5163
    Epoch 101:	Loss 1.96225	TrainAcc 0.4995	ValidAcc 0.5230	TestAcc 0.5176
    Epoch 102:	Loss 1.95327	TrainAcc 0.5013	ValidAcc 0.5240	TestAcc 0.5192
    Epoch 103:	Loss 1.94442	TrainAcc 0.5032	ValidAcc 0.5251	TestAcc 0.5203
    Epoch 104:	Loss 1.93568	TrainAcc 0.5049	ValidAcc 0.5270	TestAcc 0.5226
    Epoch 105:	Loss 1.92709	TrainAcc 0.5070	ValidAcc 0.5291	TestAcc 0.5247
    Epoch 106:	Loss 1.91869	TrainAcc 0.5092	ValidAcc 0.5316	TestAcc 0.5270
    Epoch 107:	Loss 1.91048	TrainAcc 0.5110	ValidAcc 0.5337	TestAcc 0.5288
    Epoch 108:	Loss 1.90241	TrainAcc 0.5128	ValidAcc 0.5352	TestAcc 0.5301
    Epoch 109:	Loss 1.89448	TrainAcc 0.5143	ValidAcc 0.5360	TestAcc 0.5312
    Epoch 110:	Loss 1.88668	TrainAcc 0.5156	ValidAcc 0.5368	TestAcc 0.5320
    Epoch 111:	Loss 1.87901	TrainAcc 0.5168	ValidAcc 0.5382	TestAcc 0.5335
    Epoch 112:	Loss 1.87148	TrainAcc 0.5182	ValidAcc 0.5401	TestAcc 0.5356
    Epoch 113:	Loss 1.86409	TrainAcc 0.5196	ValidAcc 0.5417	TestAcc 0.5375
    Epoch 114:	Loss 1.85681	TrainAcc 0.5211	ValidAcc 0.5431	TestAcc 0.5399
    Epoch 115:	Loss 1.84965	TrainAcc 0.5226	ValidAcc 0.5451	TestAcc 0.5420
    Epoch 116:	Loss 1.84261	TrainAcc 0.5240	ValidAcc 0.5463	TestAcc 0.5439
    Epoch 117:	Loss 1.83567	TrainAcc 0.5258	ValidAcc 0.5482	TestAcc 0.5449
    Epoch 118:	Loss 1.82884	TrainAcc 0.5273	ValidAcc 0.5495	TestAcc 0.5462
    Epoch 119:	Loss 1.82212	TrainAcc 0.5288	ValidAcc 0.5513	TestAcc 0.5476
    Epoch 120:	Loss 1.81550	TrainAcc 0.5301	ValidAcc 0.5525	TestAcc 0.5487
    Epoch 121:	Loss 1.80898	TrainAcc 0.5315	ValidAcc 0.5536	TestAcc 0.5502
    Epoch 122:	Loss 1.80256	TrainAcc 0.5330	ValidAcc 0.5548	TestAcc 0.5511
    Epoch 123:	Loss 1.79624	TrainAcc 0.5342	ValidAcc 0.5562	TestAcc 0.5524
    Epoch 124:	Loss 1.79000	TrainAcc 0.5355	ValidAcc 0.5574	TestAcc 0.5537
    Epoch 125:	Loss 1.78386	TrainAcc 0.5372	ValidAcc 0.5588	TestAcc 0.5550
    Epoch 126:	Loss 1.77780	TrainAcc 0.5384	ValidAcc 0.5602	TestAcc 0.5565
    Epoch 127:	Loss 1.77183	TrainAcc 0.5398	ValidAcc 0.5615	TestAcc 0.5585
    Epoch 128:	Loss 1.76594	TrainAcc 0.5413	ValidAcc 0.5629	TestAcc 0.5601
    Epoch 129:	Loss 1.76013	TrainAcc 0.5424	ValidAcc 0.5641	TestAcc 0.5613
    Epoch 130:	Loss 1.75440	TrainAcc 0.5436	ValidAcc 0.5652	TestAcc 0.5619
    Epoch 131:	Loss 1.74874	TrainAcc 0.5449	ValidAcc 0.5662	TestAcc 0.5628
    Epoch 132:	Loss 1.74315	TrainAcc 0.5463	ValidAcc 0.5674	TestAcc 0.5639
    Epoch 133:	Loss 1.73763	TrainAcc 0.5476	ValidAcc 0.5685	TestAcc 0.5650
    Epoch 134:	Loss 1.73215	TrainAcc 0.5489	ValidAcc 0.5698	TestAcc 0.5661
    Epoch 135:	Loss 1.72673	TrainAcc 0.5503	ValidAcc 0.5712	TestAcc 0.5677
    Epoch 136:	Loss 1.72137	TrainAcc 0.5517	ValidAcc 0.5723	TestAcc 0.5690
    Epoch 137:	Loss 1.71606	TrainAcc 0.5529	ValidAcc 0.5735	TestAcc 0.5703
    Epoch 138:	Loss 1.71080	TrainAcc 0.5543	ValidAcc 0.5744	TestAcc 0.5718
    Epoch 139:	Loss 1.70561	TrainAcc 0.5554	ValidAcc 0.5760	TestAcc 0.5731
